,medium,count,frequency
402,"chrome-plated tubular steel, wood, and cane",4,0.0003218797779029532
403,one from an illustrated book with four drypoints,4,0.0003218797779029532
404,painted wood,4,0.0003218797779029532
405,aquatint and etching from an illustrated book with six aquatints (two with etching and two with hand additions),4,0.0003218797779029532
406,"woodcut from a portfolio with three woodcuts, one lithograph with hand additions and forty-two line block reproductions",4,0.0003218797779029532
407,cotton and jute,4,0.0003218797779029532
408,hand-blown crystal,4,0.0003218797779029532
409,illustrated book with twenty-four photolithographic reproductions after pen and ink drawings,4,0.0003218797779029532
410,solid-dyed polypropylene,4,0.0003218797779029532
411,lithograph with tipped-in lithograph from an illustrated book with twenty lithographs (some with tipped-in photolithographic reproductions of newspaper clippings or lithographs),4,0.0003218797779029532
412,cast iron and paint,4,0.0003218797779029532
413,"ink, color pencil, gouache, and graphite on sprial-notebook card stock",4,0.0003218797779029532
414,stainless steel and rubber,4,0.0003218797779029532
415,metal,4,0.0003218797779029532
416,offset lithograph and silkscreen,4,0.0003218797779029532
417,steel and leather,4,0.0003218797779029532
418,book with lithographed cover,4,0.0003218797779029532
419,clear and opaque yellow plastic,4,0.0003218797779029532
420,cast aluminum and velvet,4,0.0003218797779029532
421,book with four linoleum cuts (including cover),4,0.0003218797779029532
422,cotton and mercerized cotton,4,0.0003218797779029532
423,silk screen on aluminized mylar,4,0.0003218797779029532
424,"etching and aquatint from an illustrated book with eleven offset lithographs (some with rubber stamp, collage, pochoir, watercolor, gouache, crayon, felt-tip pen, ballpoint pen, and pencil additions), two lithographs, two etchings (one with aquatint), one screenprint, and fourteen offset lithograph reproductions",4,0.0003218797779029532
425,illustrated book with two offset lithographs and one lithograph,4,0.0003218797779029532
426,aquatint and etching from an illustrated book with 12 aquatints (nine with etching),4,0.0003218797779029532
427,"aquatint and drypoint with roulette over photogravure from an illustrated book with 22 aquatints over photogravure (19 with drypoint, 18 with roulette, five with etching)",4,0.0003218797779029532
428,ceramic and gold-plated nickel,4,0.0003218797779029532
429,"woodcut from an illustrated book with eighteen lithographs, four etchings (two with aquatint), two woodcuts, one photogravure, and one ready-made object",4,0.0003218797779029532
430,"aquatint, drypoint, and engraving from an illustrated book with 26 aquatints (ten with drypoint, six with engraving, and two with etching), 14 drypoints (one with engraving), and one engraving",4,0.0003218797779029532
431,chrome-plated steel tubing and leather,4,0.0003218797779029532
432,silk with shrink masking,4,0.0003218797779029532
433,ink on paper mounted on board,4,0.0003218797779029532
434,illustrated book with one drypoint,4,0.0003218797779029532
435,silver electroplated brass alloy and silver alloy,4,0.0003218797779029532
436,lithograph from an illustrated book with two lithographs,4,0.0003218797779029532
437,bent beech wood and cane,4,0.0003218797779029532
438,ten photoelectrostatic prints on polymer sheets between synthetic polymer sheets with metal screws and supports,4,0.0003218797779029532
439,illustrated book with fifteen lithographs,3,0.00024140983342721493
440,illustrated book with six lithographs (three reworked with engraving),3,0.00024140983342721493
441,one from an illustrated book with six lithographs,3,0.00024140983342721493
442,letterpress with embossed cover,3,0.00024140983342721493
443,"cut-and-pasted paper, cut-and-pasted pressure sensitive synthetic polymer sheets, and ink on drafting film over photo-electrostatic print",3,0.00024140983342721493
444,drypoint from an illustrated book with two drypoints,3,0.00024140983342721493
445,"2 fold-out letterpress typographic designs (1 with collage) by i. zdanevich, and 25 tipped in photomechanical reproductions of works in various mediums by various artists (6 by k. zdanevich, 5 by goncharova, 4 by valishevskii, 3 by gudiashvili, 3 by terent'ev, 2 by bazhbeuk-melikov, 1 by kalashnikov, 1 by unknown artist); letterpress text includes typographic designs by kruchenykh, terent'ev, and i. zdanevich",3,0.00024140983342721493
446,ink on ozalid,3,0.00024140983342721493
447,bent-laminated maple,3,0.00024140983342721493
448,cotton (or synthetic) and metal foil,3,0.00024140983342721493
449,"lithograph from an illustrated book with four woodcuts, four linoleum cuts, and two lithographs",3,0.00024140983342721493
450,"engraving and etching from an illustrated book with eight engravings (including slipcase, one with etching, one with aquatint and roulette), one drypoint, and one etching",3,0.00024140983342721493
451,journal with three special edition projects,3,0.00024140983342721493
452,illustrated book with 4 engravings over line block reproductions after wash drawings; supplementary engraving and drypoint with 3 variants; and supplementary suite of variant engravings over line block reproductions,3,0.00024140983342721493
453,silkscreen mask over offset lithography on paper,3,0.00024140983342721493
454,polypropylene,3,0.00024140983342721493
455,walnut,3,0.00024140983342721493
456,illustrated book with 7 aquatints and 1 tempera (dust jacket),3,0.00024140983342721493
457,"book with eight collages (including cover, one with letterpress) and four lithographs (three with collage additions) with lithographed manuscript text",3,0.00024140983342721493
458,acrylic casing,3,0.00024140983342721493
459,etching and engraving from an illustrated book with six engravings (four with etching) and one blind embossing,3,0.00024140983342721493
460,photoetching and aquatint bound into journal,3,0.00024140983342721493
461,oak and leather,3,0.00024140983342721493
462,"wool, rayon, and cotton",3,0.00024140983342721493
463,"cover with letterpress illustration by unknown artist on front, and letterpress illustration by chagall on back; 2 letterpress illustrations (1 each by chagall and lissitzky)",3,0.00024140983342721493
464,silver-soldered metal,3,0.00024140983342721493
465,steam-bent beechwood,3,0.00024140983342721493
466,gouache on photograph,3,0.00024140983342721493
467,"one from an illustrated book with twenty line-block reproductions after woodcuts, one line-block reproduction after drawing on title page, and one line-block reproduction after drawing (duplicate of title page) on front cover",3,0.00024140983342721493
468,lacquered steel,3,0.00024140983342721493
469,"ink, airbrush, and cut-and-pasted printed self-adhesive polymer sheet on frosted polymer sheet",3,0.00024140983342721493
470,fiberglass and plastic,3,0.00024140983342721493
471,"aquatint, etching, and drypoint with roulette over photogravure from an illustrated book with 22 aquatints over photogravure (19 with drypoint, 18 with roulette, five with etching)",3,0.00024140983342721493
472,sterling silver and raffia,3,0.00024140983342721493
473,illustrated book with fifty lithographs and one supplementary crayon drawing,3,0.00024140983342721493
474,1 aquatint; catalogue with 5 unmarked aquatint and etching fragments,3,0.00024140983342721493
475,bone china,3,0.00024140983342721493
476,illustrated book with six etchings,3,0.00024140983342721493
477,polished aluminum,3,0.00024140983342721493
478,birch plywood,3,0.00024140983342721493
479,"wood covered with cherry bark, lacquered inside",3,0.00024140983342721493
480,book with nine lithographed illustrations,3,0.00024140983342721493
481,chrome-plated steel and molded plywood,3,0.00024140983342721493
482,abs and acrylic plastic and aluminum,3,0.00024140983342721493
483,linen and metallic thread,3,0.00024140983342721493
484,stained oak and hand-woven wool,3,0.00024140983342721493
485,"offset lithograph with collage, pencil, and gouache additions from an illustrated book with eleven offset lithographs (some with rubber stamp, collage, pochoir, watercolor, gouache, crayon, felt-tip pen, ballpoint pen, and pencil additions), two lithographs, two etchings (one with aquatint), one screenprint, and fourteen offset lithograph reproductions",3,0.00024140983342721493
486,painted and chrome-plated steel,3,0.00024140983342721493
487,horsehair and chenille,3,0.00024140983342721493
488,offset lithograph with varnish overlay,3,0.00024140983342721493
489,"pastel, color pencil, and graphite on tracing paper",3,0.00024140983342721493
490,illustrated book with 15 lithographs,3,0.00024140983342721493
491,aquatint and lift ground aquatint with roulette over photogravure,3,0.00024140983342721493
492,fiberglass-reinforced polyester resin,3,0.00024140983342721493
493,lineblock and letterpress,3,0.00024140983342721493
494,drypoint and pochoir,3,0.00024140983342721493
495,linen and gold metallic thread,3,0.00024140983342721493
496,polished die-cast aluminum and leather cushions,3,0.00024140983342721493
497,"multiple of foam rubber breast, velvet, and printed label mounted on cover from an illustrated book with eighteen lithographs, four etchings (two with aquatint), two woodcuts, one photogravure, and one ready-made object",3,0.00024140983342721493
498,"black molded polyester reinforced with glass fibers, steel tube, off-white naugahyde with polyurethane foam padding, black vinyl edge binding, and nylon glides",3,0.00024140983342721493
499,illustrated book with two lithographs,3,0.00024140983342721493
500,polyester resin,3,0.00024140983342721493
501,ink and color ink on tracing paper,3,0.00024140983342721493
